"vo_avg s valence electrons","vo_avg p valence electrons","vo_avg d valence electrons","vo_avg f valence electrons","PymatgenData mean Z","PymatgenData mean ionization_energy","PymatgenData mean electron_affinity","band center","PymatgenData mean atomic_radius","PymatgenData mean max_oxidation_state","PymatgenData mean X","PymatgenData mean mendeleev_no","PymatgenData mean row","PymatgenData mean group","PymatgenData mean atomic_mass","min_diff_X_all_atoms","reactionEnergy"
2,0.8,2,2.8,26.4,6.876116,0.242268,3.54046724101542,1.3,3.2,1.688,78.8,3.6,12.8,61.70323088,0.39,0.319896212382474
2,1,2,0,20.2,5.94588634,0.406068,3.17836134718597,1.31,3,1.644,79.8,3.4,13,44.54883088,0.17,0.274903685792225
2,0.8,1.4,2.8,25.8,6.5820192,0.659079424,3.55711408452855,1.27,3.6,1.728,77.2,3.6,12.2,60.02863088,0.59,-0.0184463250070337
2,0.8,0.2,0,21.8,5.9039952,0.45777724,3.17716965093364,1.39,3,1.508,70.6,3.6,11,49.36632488,0.51,-0.271641040867479
2,0.8,1,0,15.4,6.2754228,0.242268,3.30815787594192,1.28,3.8,1.598,76,3.2,11.8,32.57283988,0.0600000000000001,0.151607408871342
1.8,0.8,1,0,18.8,6.2071012,0.4957156,3.34328496861568,1.29,3.6,1.72,75.2,3.4,11.6,40.77323088,0.55,0.147279846431985
1.8,0.8,0.8,0,18.6,6.1403852,0.5297494,3.32721503087657,1.29,3.4,1.608,74.6,3.4,11.4,40.16650688,0.01,0.0357829697914269
2,0.8,1.6,0,16,6.3165908,0.57770024,3.42166769347739,1.27,3.2,1.67,77.4,3.2,12.4,33.32391088,0.3,0.526165168842482
2,0.8,1.2,2.8,25.6,6.4762612,0.561800248,3.49649949326203,1.26,4,1.728,76.6,3.6,12,59.63123088,0.59,-0.230293207016956
2,1.2,2,2.8,26.8,6.27195118,0.41761224,3.33840747639882,1.36,3.2,1.754,80.4,3.6,13.2,63.02523088,0.72,0.193859068822377
1.6,0.8,2,0,19.6,6.455983,0.45869624,3.42889069885,1.28,3.2,1.728,77.8,3.4,12.4,42.86923088,0.59,0.395396918061152
1.8,0.8,1.8,2.8,26,6.5803812,0.771289,3.58717025963844,1.27,3.6,1.744,77.6,3.6,12.4,60.60203088,0.67,0.450282687480495
2,0.8,1,2.8,25.4,6.3553192,0.358347328,3.35931203278723,1.27,3.8,1.668,75.6,3.6,11.8,58.82663088,0.29,-0.0857998062992635
1.8,0.8,1.6,0,19.4,6.2803952,0.5748464,3.40564101362601,1.27,3.6,1.744,77,3.4,12.2,42.16633088,0.67,0.414399035572416
1.8,0.8,1.4,0,19.2,6.2607152,0.5555224,3.39081242571552,1.26,4,1.728,76.4,3.4,12,41.79923088,0.59,0.0368318325827488
2,0.8,0.2,0,14.6,6.1009132,0.382144046,3.24480751774138,1.32,3,1.56,67.8,3.2,11,30.57641328,0.25,-0.234961319917574
2,1.2,2,0,20.4,6.2573988,0.56868204,3.39448151299191,1.29,3.2,1.68,80.6,3.4,13.2,45.32723088,0.35,0.301582270751197
2,0.8,0.6,2.8,25,6.2985294,0.412039846,3.37435753854863,1.29,3.4,1.588,74.4,3.6,11.4,57.77480688,0.11,-0.0070063871180252
2,0.8,1,0,19,6.2124912,0.456668,3.34222321485192,1.27,3.8,1.668,75.8,3.4,11.8,41.18523088,0.29,0.165557596922582
2,0.8,0.4,0,14.8,6.1542392,0.361377,3.25981578809594,1.28,3.2,1.596,74.2,3.2,11.2,31.15863088,0.0700000000000001,-0.158302225638153
2,1,2,2.8,26.6,6.01027266,0.410278638,3.20119736501112,1.38,3,1.612,79.6,3.6,13,62.46189088,0.01,0.38560054775192
2,0.8,0.6,0,15,6.1378526,0.4518004,3.29345395621165,1.27,3.4,1.614,74.8,3.2,11.4,31.77353088,0.0199999999999998,-0.0197225389074163
2,0.8,0.8,2.8,25.2,6.3614212,0.509568164,3.42126462270481,1.27,3.6,1.76,75,3.6,11.6,58.35323088,0.75,-0.019473010518567
2,0.8,0.2,0,18.2,6.0320672,0.40852644,3.22299034867593,1.36,3,1.532,69,3.4,11,39.36640088,0.39,-0.288603665167983
2,0.8,2,0,16.4,6.6674546,0.222268,3.46665035033931,1.27,2.8,1.618,79.2,3.2,12.8,34.66703088,0.0399999999999998,0.374138976841124
2,0.8,0.4,0,18.4,6.1154404,0.4329258,3.27416822146345,1.31,3.2,1.554,73.8,3.4,11.2,39.83003088,0.28,-0.180692976788094
1,0,10,14,79,9.225554,2.30861025,5.76751658374793,1.35,5,2.54,70,6,11,196.966569,0,0.322403197239538
1.8,2.4,10,14,82.2,7.6735236,1.215611754,4.40319424104943,1.55,5,2.124,83.6,6,14.2,206.5776338,0.52,0.327945747842961
1.8,0,10,2.8,54.2,9.0401668,-0.11427795,4.72671758596242,1.51,2.6,1.86,74,5.2,11.8,129.3221138,0.85,0.680878893244
1.8,0,7.6,2.8,37.4,8.1499188,0.991526426,4.53531931290611,1.35,5,2.012,65.2,4.4,9.4,86.5398698,0.66,-0.310503250860137
1,0,6,2.8,35,7.2583188,1.002464666,4.05822538124088,1.39,5.8,1.836,59.6,4.4,7,80.9901938,0.88,-0.869884675756993
1,0,10,2.8,39,8.0262148,1.45034925,4.70971597446612,1.35,4.2,2.028,71.6,4.4,11,90.2301138,0.64,-0.0507439246566435
1.8,0,6.8,2.8,36.6,8.16708528,0.58431113,4.33208449977069,1.39,5.8,1.972,62.8,4.4,8.6,84.0693138,0.71,1.01806453863631
1.8,0.8,10,2.8,40.6,6.6445524,0.70265497,3.55447387943579,1.31,3.4,1.956,78.8,4.4,12.6,95.1717138,0.73,0.629353729739734
1.8,0,3.6,14,73.4,7.3051668,0.60417805,3.79025615318846,1.51,4.2,1.548,54,6,5.4,182.1853138,1.24,-1.08070840976049
1.8,0.8,10,2.8,55,6.47419536,0.70092205,3.45822125350112,1.51,3.4,1.932,77.2,5.2,12.6,131.2477138,0.76,0.529947959444172
1.8,0,7.6,14,77.4,9.0187268,1.712967746,5.42538884670922,1.35,5.8,2.268,66.8,6,9.4,193.1669138,0.34,-0.347708015359757
1.8,0,2.8,2.8,61.4,6.3066308,0.90775901,3.45303766150701,1.83,3.4,1.388,40.4,6,4.6,150.5176898,1.44,-0.779038926458242
1,0,6,2.8,49.4,7.5190548,1.05951245,4.23382864040405,1.43,5.8,2.236,58.8,5.2,7,116.1453138,0.38,-0.966213246759224
1,0,5.2,2.8,48.6,7.2521908,1.19564765,4.15301185386318,1.43,5,1.788,56.4,5.2,6.2,113.7184178,0.94,-1.04149979875635
1.8,0,8.4,2.8,38.2,7.9570132,1.38745101,4.64505660522303,1.35,4.2,2.036,67.6,4.4,10.2,86.3480338,0.63,-0.374049859455198
1.8,1.6,10,14,81.4,7.77845472,0.74709901,4.20917585709015,1.71,4.2,2.372,79.6,6,13.4,205.1533138,0.21,0.356204634042143
0.2,0,10,2.8,52.6,8.514582,0.91143501,4.68440309883314,1.39,4.2,2.268,69.2,5.2,10.2,124.5293138,0.34,-0.315467831856012
1,0,9.2,14,78.2,9.0121748,2.16180605,5.61109542599657,1.35,5.8,2.332,68.4,6,10.2,195.4605138,0.26,-0.284749308658292
1.8,0,6,14,75.8,8.1119268,0.510039362,4.31559891957909,1.35,6.6,2.028,60.4,6,7.8,188.3589138,0.64,-0.66978685295814
1,0,8.4,2.8,51.8,7.8122308,1.37603565,4.5586385926509,1.35,5.8,2.332,66,5.2,9.4,121.7177138,0.26,-0.423668321359372
1,0,7.6,2.8,51,7.7335108,1.29873965,4.47976010060399,1.31,7.4,2.268,63.6,5.2,8.6,120.2493138,0.34,-0.39085084825544
1.8,0,2.8,2.8,32.6,7.0943028,0.605226234,3.75660430210037,1.55,3.4,1.596,29.2,4.4,4.6,75.3580434,1.18,-1.17553395985939
1.8,1.6,10,2.8,55.8,7.7202452,1.35137821,4.49918120242983,1.43,4.2,2.076,80.4,5.2,13.4,134.3613138,0.58,0.423054840740434
1.8,0,4.4,14,74.2,7.8847676,0.724809434,4.39343376389486,1.43,5,1.708,55.6,6,6.2,184.1516178,1.04,-1.13182159285768
1.8,0,6,2.8,50.2,7.5406148,0.90332205,4.22845291851994,1.35,6.6,2.028,61.2,5.2,7.8,117.7933138,0.64,-0.645626545457134
1.8,0,3.6,2.8,33.4,7.3076068,0.52215805,3.82658996923329,1.39,4.2,1.74,54.8,4.4,5.4,77.6869138,1,-1.10199002485658
1.8,0.8,10,14,80.6,6.73174064,0.717764602,3.55868457944968,1.79,3.4,1.804,76.4,6,12.6,202.8999538,0.92,0.536975707543235
1.8,0,4.4,2.8,34.2,7.2420604,0.88385165,3.98699855547767,1.35,5,1.812,57.2,4.4,6.2,80.1465138,0.91,-1.0202604973592
1.8,0,5.2,14,75,8.1363348,1.114922706,4.64286825040126,1.35,5.8,2.396,58,6,7,186.4653138,0.18,-1.03234656956099
1.8,0,2.8,2.8,47,6.8189188,0.71075581,3.6565853378947,1.71,3.4,1.484,34,5.2,4.6,110.5179938,1.32,-1.08236109305741
1.8,0,10,2.8,39.8,9.3604684,-0.0342779499999999,4.89417907085807,1.35,2.6,1.828,74.8,4.4,11.8,91.7205138,0.89,0.451805164339959
1.8,0,3.6,2.8,47.8,7.1524116,0.80835325,3.89442773475693,1.51,4.2,1.572,53.2,5.2,5.4,112.3725138,1.21,-1.0465269659571
1.5,1.5,10,14,81,8.255535,1.62548619,4.87220689578201,1.475,5,2.28,78.5,6,13,202.9734845,0.52,0.492634485342052
1.5,0,10,7,63.5,9.109687,0.794305125,5.09296396832653,1.45,3.5,2.115,72.5,5.5,11.5,154.6887845,0.85,0.515337214944367
1.5,0,8.5,7,53,8.553282,1.48543286,4.96307385361365,1.35,5,2.21,67,5,10,127.949882,0.66,-0.0711847080592349
1,0,10,7,54,8.475967,1.772197125,5.08150687800599,1.35,4.5,2.22,71,5,11,130.2562845,0.64,0.164787242641097
1.5,0,8,7,52.5,8.56401105,1.2309233,4.82287930901827,1.375,5.5,2.185,65.5,5,9.5,126.4057845,0.71,-0.131935755255626
1.5,0,6,14,75.5,8.025312,1.243340125,4.43648145435645,1.45,4.5,1.92,60,6,7.5,187.7282845,1.24,-0.775050689960125
1.5,0,10,14,79.5,9.831529,0.894305125,5.48652141565746,1.425,4.5,2.27,72,6,11.5,198.7782845,0.54,0.518440401142499
1.5,0.5,10,7,64,7.50595485,1.303805125,4.18941905976681,1.45,4,2.16,74.5,5.5,12,155.8922845,0.76,0.510618488941901
1.5,0,8.5,14,78,9.096287,1.936333685,5.55124140020542,1.35,5.5,2.37,68,6,10,194.5917845,0.34,-0.250406501359038
1.5,0,5.5,7,68,7.401227,1.433078225,4.1854932072491,1.65,4,1.82,51.5,6,7,167.9360195,1.44,-0.466116447557369
1.5,0,7.5,7,52,8.329796,0.894305125,4.63032202732296,1.375,6,2.045,65,5,9,125.952307,0.99,2.73553184804135
1,0,7.5,7,60.5,8.158992,1.527924125,4.75421827655991,1.4,5.5,2.35,63,5.5,8.5,146.4532845,0.38,-0.515256941459455
1,0,7,7,60,7.992202,1.613008625,4.69729462717461,1.4,5,2.07,61.5,5.5,8,144.9364745,0.94,-0.622302988059317
1.5,0,9,7,53.5,8.432716,1.732885725,5.03779163778328,1.35,4.5,2.225,68.5,5,10.5,127.8299845,0.63,-0.175962549757031
1.5,1,10,14,80.5,8.32111695,1.332665725,4.73689751516024,1.575,4.5,2.435,76,6,12.5,202.0832845,0.21,0.502088944643248
0.5,0,10,7,62.5,8.7811965,1.435375725,5.06442019278274,1.375,4.5,2.37,69.5,5.5,10.5,151.6932845,0.34,-0.126063266458885
1,0,9.5,14,78.5,9.092192,2.216857625,5.66924993361791,1.35,5.5,2.41,69,6,10.5,196.0252845,0.26,-0.247521278360153
1.5,0,7.5,14,77,8.529537,1.184503445,4.81140030947133,1.35,6,2.22,64,6,9,191.5867845,0.64,0.915233807544638
1,0,9,7,62,8.342227,1.725751125,4.97900768109411,1.35,5.5,2.41,67.5,5.5,10,149.9360345,0.26,-0.242399007459397
1.5,0,5.5,7,50,7.893522,1.24399524,4.41182194587841,1.475,4,1.95,44.5,5,7,120.9612405,1.18,-0.623357837356679
1.5,1,10,7,64.5,8.284736,1.710340225,4.93832021373406,1.4,4.5,2.25,76.5,5.5,12.5,157.8382845,0.58,0.538718868742791
1.5,0,6.5,14,76,8.3875625,1.31873474,4.86545400702625,1.4,5,2.02,61,6,8,188.9572245,1.04,-0.716254508660285
1.5,0,6,7,50.5,8.026837,1.192077625,4.46301426479752,1.375,4.5,2.04,60.5,5,7.5,122.4167845,1,-0.628107720559427
1.5,0.5,10,14,80,7.66692065,1.31433172,4.2650758078016,1.625,4,2.08,74,6,12,200.6749345,0.92,0.278031770442823
1.5,0,6.5,7,51,7.9858705,1.418136125,4.57904190970527,1.35,5,2.085,62,5,8,123.9540345,0.91,-0.548837421857542
1.5,0,7,14,76.5,8.544792,1.562555535,5.036308145411,1.35,5.5,2.45,62.5,6,8.5,190.4032845,0.18,-0.658091536256478
1.5,0,5.5,7,59,7.721407,1.309951225,4.33803588667762,1.575,4,1.88,47.5,5.5,7,142.9362095,1.32,-0.696251964559423
1.5,0,10,7,54.5,9.3098755,0.844305125,5.20499994399855,1.35,3.5,2.095,73,5,11.5,131.1877845,0.89,0.524432211947925
1.5,0,6,7,59.5,7.92984,1.370949625,4.51230139654802,1.45,4.5,1.935,59.5,5.5,7.5,144.0952845,1.21,-0.687288942858658
1.2,0.6,10,14,79.8,8.8375464,2.035360626,5.39117711728477,1.4,5,2.436,73.4,6,11.8,199.3693352,0.52,0.325303386443039
1.2,0,10,11.2,72.8,9.1792072,1.7028882,5.48758869362215,1.39,4.4,2.37,71,5.8,11.2,180.0554552,0.85,0.396759800242791
1.2,0,9.4,11.2,68.6,8.9566452,1.979339294,5.43117262026691,1.35,5,2.408,68.8,5.6,10.6,169.3598942,0.66,0.145108105841274
1,0,9,11.2,68,8.7337452,1.982073854,5.28233183050082,1.36,5.2,2.364,67.4,5.6,10,167.9724752,0.88,-0.0565151870568741
1,0,10,11.2,69,8.9257192,2.094045,5.48264742316001,1.35,4.8,2.412,70.4,5.6,11,170.2824552,0.64,0.28385745554354
1.2,0,9.2,11.2,68.4,8.96093682,1.87753547,5.36927773005992,1.36,5.2,2.398,68.2,5.6,10.4,168.7422552,0.71,0.218682925941749
1.2,0.2,10,11.2,69.4,8.5803036,1.90712143,5.11017144366892,1.34,4.6,2.394,72.2,5.6,11.4,171.5178552,0.73,0.480836037441833
1.2,0,8.4,14,77.6,8.7454572,1.8825022,5.19288588933269,1.39,4.8,2.292,66,6,9.6,193.2712552,1.24,-0.0853173484601655
1.2,0,10,14,79.2,9.467944,1.7428882,5.65343160766295,1.38,4.8,2.432,70.8,6,11.2,197.6912552,0.54,0.379792005745031
1.2,0.2,10,11.2,73,8.53771434,1.9066882,5.07521953390588,1.39,4.6,2.388,71.8,5.8,11.4,180.5368552,0.76,0.351558426243201
1.2,0,9.4,14,78.6,9.1738472,2.159699624,5.68001335094098,1.35,5.2,2.472,69.2,6,10.6,196.0166552,0.34,-0.468514722858316
1.2,0,8.2,11.2,74.6,8.4958232,1.95839744,5.07331662878037,1.47,4.6,2.252,62.6,6,9.4,185.3543492,1.44,0.211232721042535
1.2,0,9,11.2,68.2,8.8672508,1.7428882,5.28247912657574,1.36,5.4,2.342,68,5.6,10.2,168.5608642,0.99,0.332973867342872
1,0,9,11.2,71.6,8.7989292,1.9963358,5.33857020226952,1.37,5.2,2.464,67.2,5.8,10,176.7612552,0.38,-0.191962027157359
1,0,8.8,11.2,71.4,8.7322132,2.0303696,5.31290966433402,1.37,5,2.352,66.6,5.8,9.8,176.1545312,0.94,-0.0929682372616014
1.2,0,9.6,11.2,68.8,8.9084188,2.07832044,5.46373203658743,1.35,4.8,2.414,69.4,5.6,10.8,169.3119352,0.63,0.112354579542654
1.2,0,9.2,14,78.4,9.0680892,2.062420448,5.58322374018513,1.34,5.6,2.472,68.6,6,10.4,195.6192552,0.34,-0.47865871855808
1.2,0.4,10,14,79.6,8.86377918,1.91823244,5.33078180407579,1.44,4.8,2.498,72.4,6,11.6,199.0132552,0.21,0.317932502844116
0.8,0,10,11.2,72.4,9.047811,1.95931644,5.47526575914325,1.36,4.8,2.472,69.8,5.8,10.8,178.8572552,0.34,0.171528590840381
1,0,9.8,14,78.8,9.1722092,2.2719092,5.72800716610844,1.35,5.2,2.488,69.6,6,10.8,196.5900552,0.26,-0.230161912058037
1.2,0,9,14,78.2,8.9471472,1.858967528,5.36416227952866,1.35,5.4,2.412,67.6,6,10.2,194.8146552,0.64,-0.434614236654824
1,0,9.6,11.2,72.2,8.8722232,2.0754666,5.43814057301221,1.35,5.2,2.488,69,5.8,10.6,178.1543552,0.26,-0.0826730822545585
1,0,9.4,11.2,72,8.8525432,2.0561426,5.41446222722242,1.34,5.6,2.472,68.4,5.8,10.4,177.7872552,0.34,-0.172004381859523
1.2,0,8.2,11.2,67.4,8.6927412,1.882764246,5.18132103273473,1.4,4.6,2.304,59.8,5.6,9.4,166.5644376,1.18,0.185684905141017
1.2,0.4,10,11.2,73.2,8.8492268,2.06930224,5.42032103979364,1.37,4.8,2.424,72.6,5.8,11.6,181.3152552,0.58,0.367990836742166
1.2,0,8.6,14,77.8,8.8903574,1.912660046,5.38818700057095,1.37,5,2.332,66.4,6,9.8,193.7628312,1.04,-0.347919447957764
1.2,0,9,11.2,71.8,8.8043192,1.9572882,5.33687478980587,1.35,5.4,2.412,67.8,5.8,10.2,177.1732552,0.64,-0.213251533658848
1.2,0,8.4,11.2,67.6,8.7460672,1.8619972,5.20528629613722,1.36,4.8,2.34,66.2,5.6,9.6,167.1466552,1,0.0824590646416539
1.2,0.2,10,14,79.4,8.60210066,1.910898838,5.11168417435511,1.46,4.6,2.356,71.6,6,11.4,198.4499152,0.92,0.477726320544235
1.2,0,8.6,11.2,67.8,8.7296806,1.9524206,5.25899985141211,1.35,5,2.358,66.8,5.6,9.8,167.7615552,0.91,-0.0111679601604635
1.2,0,8.8,14,78,8.9532492,2.010188364,5.46308841163888,1.35,5.2,2.504,67,6,10,194.3412552,0.18,-0.392427067558828
1.2,0,8.2,11.2,71,8.6238952,1.90914664,5.14648329387488,1.44,4.6,2.276,61,5.8,9.4,175.3544252,1.32,0.214896733942652
1.2,0,10,11.2,69.2,9.2592826,1.7228882,5.53556051480458,1.35,4.4,2.362,71.2,5.6,11.2,170.6550552,0.89,0.456487699339988
1.2,0,8.4,11.2,71.2,8.7072684,1.933546,5.22820431653485,1.39,4.8,2.298,65.8,5.8,9.6,175.8180552,1.21,0.068916911340267
2,3,10,14,83,7.285516,0.94236213,4.11587893864013,1.6,5,2.02,87,6,15,208.9804,0,0.937375438444207
2,0.6,10,2.8,55,8.6521592,-0.387527574,4.41829187992532,1.56,2.6,1.756,77.4,5.2,12.6,131.72488,0.33,0.699306034240209
1.2,0.6,10,2.8,39.8,7.6382072,1.177099626,4.40239965013719,1.4,4.2,1.924,75,4.4,11.8,92.63288,0.12,0.100254765443452
0.4,0.6,10,2.8,53.4,8.1265744,0.638185386,4.37873847918022,1.44,4.2,2.164,72.6,5.2,11,126.93208,0.18,-0.210303724458726
1.2,0.6,9.2,14,79,8.6241672,1.888556426,5.24496268442045,1.4,5.8,2.228,71.8,6,11,197.86328,0.26,-0.280182013956591
1.2,0.6,8.4,2.8,52.6,7.4242232,1.102786026,4.26118030348171,1.4,5.8,2.228,69.4,5.2,10.2,124.12048,0.26,-0.426395854457013
1.2,0.6,7.6,2.8,51.8,7.3455032,1.025490026,4.18744875625608,1.36,7.4,2.164,67,5.2,9.4,122.65208,0.18,-0.48740731455743
1.5,1.5,10,7,56,7.505948,1.089073065,4.29268862819564,1.475,4.5,1.96,79.5,5,13,136.2632,0.12,0.174465515542607
2,2,10,7,57,6.642409,0.62176414,3.60032966679959,1.45,4,1.915,84,5,14,139.3517,0.21,0.893935185239599
2,1.5,6,14,77.5,7.055293,0.560216065,3.7477925240534,1.575,4.5,1.66,68.5,6,9.5,193.7352,0.72,-0.282443824157753
2,1.5,10,14,81.5,8.86151,0.211181065,4.63483148891979,1.55,4.5,2.01,80.5,6,13.5,204.7852,0.02,0.463086459939433
2,2,10,7,66,6.53593585,0.620681065,3.53908239983806,1.575,4,1.9,83,5.5,14,161.8992,0.24,0.823721515441349
2,1.5,8.5,14,80,8.126268,1.253209625,4.68950478728498,1.475,5.5,2.11,76.5,6,12,200.5987,0.18,-0.483790785560785
2,1.5,5.5,7,70,6.431208,0.749954165,3.53576596971934,1.775,4,1.56,60,6,9,173.942935,0.92,-0.337601843558303
2,1.5,7.5,7,54,7.359777,0.211181065,3.91154261693585,1.5,6,1.785,73.5,5,11,131.9592225,0.47,0.456221027744533
1.5,1.5,7.5,7,62.5,7.188973,0.844800065,4.01620606282776,1.525,5.5,2.09,71.5,5.5,10.5,152.4602,0.14,-0.620225126755912
1.5,1.5,7,7,62,7.022183,0.929884565,3.96811885006626,1.525,5,1.81,70,5.5,10,150.94339,0.42,-0.418387136057362
2,1.5,8,14,79.5,7.861873,1.010011685,4.49227332310616,1.45,6.5,2.11,75,6,11.5,199.6052,0.18,-0.478986751760175
2,2.5,10,14,82.5,7.35109795,0.649541665,4.00157405754329,1.7,4.5,2.175,84.5,6,14.5,208.0902,0.31,0.759293666041259
1,1.5,10,7,64.5,7.8111775,0.752251665,4.27825436270859,1.5,4.5,2.11,78,5.5,12.5,157.7002,0.18,0.320578265641444
1.5,1.5,9.5,14,80.5,8.122173,1.533733565,4.78919448594551,1.475,5.5,2.15,77.5,6,12.5,202.0322,0.26,-0.0095305151580475
2,1.5,7.5,14,79,7.559518,0.501379385,4.06451154943024,1.475,6,1.96,72.5,6,11,197.5937,0.12,-0.804595041855436
1.5,1.5,9,7,64,7.372208,1.042627065,4.20610070308877,1.475,5.5,2.15,76,5.5,12,155.94295,0.26,0.0104566545424234
1.5,1.5,8.5,7,63.5,7.323008,0.994317065,4.16046538448749,1.45,6.5,2.11,74.5,5.5,11.5,155.0252,0.18,-0.0931523222561452
2,1.5,5.5,7,52,6.923503,0.56087118,3.72696098841606,1.6,4,1.69,53,5,9,126.968156,0.66,-0.308597909758618
2,2.5,10,7,66.5,7.314717,1.027216165,4.17172927889519,1.525,4.5,1.99,85,5.5,14.5,163.8452,0.0600000000000001,0.90187614734262
2,1.5,7.5,7,63,7.202448,0.747181065,4.01301817551805,1.475,6,1.96,73,5.5,11,153.4902,0.12,-0.310536584855953
2,1.5,6,7,52.5,7.056818,0.508953565,3.77020656311481,1.5,4.5,1.78,69,5,9.5,128.4237,0.48,-0.146476158158265
2,2,10,14,82,6.69690165,0.63120766,3.60299471359305,1.75,4,1.82,82.5,6,14,206.68185,0.4,0.488799857140322
2,1.5,6.5,7,53,7.0158515,0.735012065,3.86822287280586,1.475,5,1.825,70.5,5,10,129.96095,0.39,-0.471708386957261
2,1.5,7,14,78.5,7.574773,0.879431475,4.25450623661823,1.475,5.5,2.19,71,6,10.5,196.4102,0.34,-0.880054658357921
2,1.5,5.5,7,61,6.751388,0.626827165,3.66462897060034,1.7,4,1.62,56,5.5,9,148.943125,0.8,-0.297591585261188
2,1.5,6,7,61.5,6.959821,0.687825565,3.81184269882438,1.575,4.5,1.675,68,5.5,9.5,150.1022,0.69,-0.147395086655678
2,2.4,10,11.2,76,7.6271768,0.609889704,4.18948408420581,1.59,4.4,1.954,84.6,5.8,14.4,189.66652,0.33,0.976273703542603
1.8,2.4,10,11.2,72.2,7.3736888,1.001046504,4.18571168523193,1.55,4.8,1.996,84,5.6,14.2,179.89352,0.12,1.02831982894807
2,2.4,8.4,14,80.8,7.1934268,0.789503704,3.96449406088711,1.59,4.8,1.876,79.6,6,12.8,202.88232,0.72,-0.251857412359612
1.8,2.4,8.8,11.2,74.6,7.1801828,0.937371104,4.05612587281186,1.57,5,1.936,80.2,5.8,13,185.765596,0.42,1.03220411794339
1.6,2.4,10,11.2,75.6,7.4957806,0.866317944,4.18007617469356,1.56,4.8,2.056,83.4,5.8,14,188.46832,0.18,0.417493378042337
1.8,2.4,9.8,14,82,7.6201788,1.178910704,4.37303088777748,1.55,5.2,2.072,83.2,6,14,206.20112,0.26,0.992439850543661
2,2.4,9,14,81.4,7.3951168,0.765969032,4.09525453707954,1.55,5.4,1.996,81.2,6,13.4,204.42572,0.12,1.12277734524199
1.8,2.4,9.6,11.2,75.4,7.3201928,0.982468104,4.15173305623063,1.55,5.2,2.072,82.6,5.8,13.8,187.76542,0.26,0.0856407558394778
1.8,2.4,9.4,11.2,75.2,7.3005128,0.963144104,4.13365589003522,1.54,5.6,2.056,82,5.8,13.6,187.39832,0.18,-0.299196376660774
2,2.4,8.8,14,81.2,7.4012188,0.917189868,4.17077941314569,1.55,5.2,2.088,80.6,6,13.2,203.95232,0.34,-0.978666808658971
2,0,10,0,48,8.99382,-0.72,4.49730514096186,1.55,2,1.69,75,5,12,112.411,0,0.825439233941353
2,0,7.6,0,31.2,8.103572,0.385804376,4.31519643196183,1.39,4.4,1.842,66.2,4.2,9.6,69.628756,0.19,-0.468678943455387
1.2,0,6,0,28.8,7.211972,0.396742616,3.86125837609576,1.43,5.2,1.666,60.6,4.2,7.2,64.07908,0.03,-0.823347903157782
1.2,0,10,0,32.8,7.979868,0.8446272,4.48112870702089,1.39,3.6,1.858,72.6,4.2,11.2,73.319,0.21,0.0317273850387494
2,0,6.8,0,30.4,8.12073848,-0.02141092,4.12182567237788,1.43,5.2,1.802,63.8,4.2,8.8,67.1582,0.14,0.798474657444814
2,0.8,10,0,34.4,6.5982056,0.09693292,3.38195658206357,1.35,2.8,1.786,79.8,4.2,12.8,78.2606,0.12,0.619644707942854
2,0,3.6,11.2,67.2,7.25882,-0.0015439999999999,3.60629510295272,1.55,3.6,1.378,55,5.8,5.6,165.2742,0.39,-1.09357884995822
2,0,10,11.2,73.6,10.1487672,-0.56,5.06611116789158,1.51,3.6,1.938,74.2,5.8,12,182.9542,0.31,0.978912799645542
2,0.8,10,0,48.8,6.42784856,0.0952,3.29037560190672,1.55,2.8,1.762,78.2,5,12.8,114.3366,0.0900000000000001,0.694806631939201
2,0,7.6,11.2,71.2,8.97238,1.107245696,5.16206621366283,1.39,5.2,2.098,67.8,5.8,9.6,176.2558,0.51,-0.430971312557602
2,0,2.8,0,55.2,6.260284,0.30203696,3.28544359687367,1.87,2.8,1.218,41.4,5.8,4.8,133.606576,0.59,-0.715993007160222
1.2,0,6,0,43.2,7.472708,0.4537904,4.0283386862352,1.47,5.2,2.066,59.8,5,7.2,99.2342,0.47,-0.925727741555392
1.2,0,5.2,0,42.4,7.205844,0.5899256,3.95144436306564,1.47,4.4,1.618,57.4,5,6.4,96.807304,0.0899999999999999,-1.06465437355925
2,0,8.4,0,32,7.9106664,0.78172896,4.41960759677477,1.39,3.6,1.866,68.6,4.2,10.4,69.43692,0.22,-0.495112626164854
2,0,6.8,11.2,70.4,8.549348,0.718128992,4.81910371006393,1.35,6.8,2.098,65.4,5.8,8.8,174.6662,0.51,-0.464302536655822
2,1.6,10,11.2,75.2,7.73210792,0.14137696,4.00488243205453,1.75,3.6,2.202,80.6,5.8,13.6,188.2422,0.64,0.698688199740928
0.4,0,10,0,46.4,8.4682352,0.30571296,4.45704439827039,1.43,3.6,2.098,70.2,5,10.4,107.6182,0.51,-0.280961347957572
1.2,0,9.2,11.2,72,8.965828,1.556084,5.33875947670435,1.39,5.2,2.162,69.4,5.8,10.4,178.5494,0.59,-0.344119922358885
2,0,6,11.2,69.6,8.06558,-0.095682688,4.10614022403047,1.39,6,1.858,61.4,5.8,8,171.4478,0.21,-0.606129629958531
1.2,0,8.4,0,45.6,7.765884,0.7703136,4.33738390450963,1.39,5.2,2.162,67,5,9.6,104.8066,0.59,-0.427134643558901
